id,latitude,longitude,alcance_m
1,-18.87049848678609,-46.11182284987263,1488
2,-30.60472627800082,-52.4750208316602,411
3,-19.140995068065656,-35.90781802403198,1120
4,0.3453672022719534,-55.63009256267439,1149
5,-10.567201233740054,-46.47586966138395,1684
6,3.97287504335192,-45.53897565181777,1780
7,0.097821184544891,-54.312672941832375,963
8,-14.742777727934923,-42.97438252250279,976
9,0.0535519558491328,-60.8811746330258,697
10,-10.666069984556357,-38.0202908585846,1697
11,-0.1807792311449763,-47.15132511808224,1353
12,-4.487820851700517,-58.635484975190025,1143
13,-17.717438369395595,-43.01428268692477,403
14,-9.65134804184182,-67.1271397389617,404
15,-0.9701668271915748,-46.54036826852246,1788
16,-17.459435979562482,-73.51729629444998,790
17,-13.378087525442382,-57.35127854612296,1748
18,-24.740691823886134,-36.65198883725212,1618
19,-25.582161492659395,-34.784130769061164,653
20,-14.313174497361008,-52.09214226422014,1413
21,-3.1729380166199714,-35.82917599410469,1601
22,-22.67166734272641,-43.3126590312914,1054
23,-15.039784917549504,-49.27075427179854,753
24,-12.00153543539965,-39.72042941432226,1578
25,-6.598932339482509,-63.84902825059432,1407
26,0.9354500914599077,-60.45442598707059,379
27,-4.314376095489742,-52.26321820617109,1583
28,-24.95281815998204,-47.8848293650735,1614
29,-6.377272886433877,-41.37110460294792,1515
30,-11.60237810176726,-50.75082644416199,1448
31,-0.8037223337086035,-60.414282019600414,581
32,-33.57435042396649,-43.39962917407694,1748
33,0.1332642050497572,-55.69496580835535,1219
34,0.4914941098855365,-45.5485845218112,400
35,-24.88906557628615,-44.7883591878325,1402
36,-27.689181512385343,-72.28757205137373,1742
37,-2.187914058872188,-54.37806053108392,1053
38,4.725045861799826,-55.331158833520206,730
39,-15.697956740950747,-34.804282250218776,1758
40,-24.03457244255012,-46.30570129135707,1631
41,-13.579611640387702,-53.44817242303277,1563
42,0.4335294904593612,-58.16793664402387,1652
43,-19.05508598383524,-45.09003339041705,1016
44,-3.2400013384484687,-35.125605733349765,457
45,-29.022769851867185,-65.53862253411992,1673
46,-30.254152000729604,-46.713234402782106,1206
47,-26.388243322103957,-36.93026417342023,736
48,-21.7829915791013,-45.85781025877828,754
49,-6.454253007703468,-68.18918738245745,1087
50,-2.519894846048137,-43.0150199700679,781
51,0.8368214221559711,-45.58120277500928,949
52,-9.541816137742858,-53.94376317025149,1703
53,-22.22907783459661,-41.66099528025957,1261
54,-7.085355603447105,-37.74855351703877,1568
55,-33.10386066456268,-34.88687283225633,905
56,-13.5197999777137,-45.64325636288951,865
57,-7.005244033456304,-43.10817829908978,365
58,-3.2669473225380963,-57.34023142359311,1653
59,-3.900144584271224,-42.83221095920905,1041
60,-19.134288508117294,-48.20102181081891,634
61,-6.487500404888888,-44.53467607593181,1608
62,-28.08888343565254,-43.283135734731175,1501
63,-32.81212483110001,-50.37954648762261,1652
64,4.614252446591587,-54.768857903826536,1236
65,3.289272124599973,-52.345055245758765,1268
66,4.212596653278693,-46.423808898584326,1772
67,-0.3314808982630266,-50.44805229409424,783
68,-27.93464845356577,-45.41055791009851,914
69,4.423341084341354,-52.69066093909407,1198
70,-27.511619812597036,-46.52325464770762,906
71,-28.21877364293851,-37.4236440855317,1686
72,-29.27228337545828,-51.42283612250954,809
73,-7.850746519149379,-40.44601769970257,1019
74,-30.839545926510617,-40.071165477526094,631
75,-6.491554189873728,-39.97488417653715,1518
76,3.712887418398717,-54.45079204349472,1142
77,-23.514710625555857,-69.10761925274193,542
78,0.6973262349808902,-52.11073318259804,1727
79,4.9001985041443845,-53.29004509893603,1443
80,-23.054336412491416,-42.749626202099805,1365
81,-19.502259500280413,-41.666713337947215,386
82,-17.686525746316146,-73.93683991379756,1688
83,-29.43109913794496,-42.29974531339428,1112
84,-13.153067909878953,-53.24325742749908,1625
85,-24.0550737145206,-37.67062680671325,1567
86,-21.46157770468831,-38.65460347008898,996
87,-10.52942024156088,-39.44998672424502,1284
88,-33.12768733798528,-62.83353907575493,1466
89,-5.733304654151233,-66.25150145927884,1022
90,-18.347338760700787,-38.48647621308543,706
91,-27.44157910720377,-50.66298417885512,1678
92,-14.746422227707209,-44.993876065668175,1783
93,1.5122730266686544,-49.4208417186542,726
94,-28.538112571519104,-53.79270743520735,968
95,-20.88256025326072,-37.32491515124313,1522
96,4.756758322628798,-57.03840592001185,1246
97,-20.081383523828777,-51.79676925864413,1727
98,-5.128849214664953,-56.93553247416961,1466
99,-7.047116067479996,-54.92632136253454,1568
100,-0.856083996063056,-47.01188615833183,1412
101,-30.978172635305576,-36.06833350310476,1440
102,-6.698195924179538,-37.29236658655499,997
103,-12.492231031464073,-37.93888080021391,830
104,-24.97635499719048,-45.7665157790222,1263
105,-11.785417955297786,-38.75931596231237,547
106,-15.945507168640134,-38.23232969279575,1304
107,-12.72335316602588,-49.13502347539496,1059
108,-10.79403456004685,-61.71397557889202,1439
109,-2.782240638577024,-50.574409891857066,800
110,-9.445271103437689,-40.57125647290725,989
111,-1.0319454967410762,-44.24860563471411,1242
112,-28.93858648864205,-73.61876521948544,551
113,4.902397064684953,-53.35941722933484,1088
114,2.3755383893198108,-45.660726441532056,1570
115,-15.36151450434348,-34.148585139828455,627
116,-23.68357480166013,-65.95792698193554,1639
117,-13.46836465238496,-55.87232889523553,1310
118,-14.846915051020655,-52.27135781699387,1591
119,-22.08148574134456,-49.12255508284041,1771
120,-19.9328076026943,-43.49385056215057,1395
121,-17.713471858757078,-66.58288718841408,1356
122,-30.786420214808672,-39.363489918254935,1702
123,-10.894900673940676,-37.07235749334394,985
124,-13.21417802762044,-53.20276669525998,1765
125,-19.400273751633584,-37.22184963292893,1153
126,-12.736620252951134,-48.011170300824965,1142
127,-25.114505644237376,-47.52588161847808,1671
128,-1.540941678497922,-49.83533967292243,1505
129,-2.5513048428502234,-37.32007821179578,1470
130,1.002255920302245,-54.937268032665,1403
131,4.387000878007092,-58.98893514845111,821
132,-31.38647427561436,-50.65544988275631,622
133,-33.94007907595065,-36.39194598295036,1631
134,-14.839862361733122,-73.82479007947644,1558
135,-29.38542223663879,-45.72122903952609,1114
136,-6.679723074089576,-60.084664541442784,1258
137,-3.7740199780555432,-42.54834439326613,515
138,-3.507449037053493,-58.99023160476264,1233
139,-19.504355190610024,-44.6164651352006,1694
140,-5.422611785674517,-40.28919142549337,1705
141,-10.796750282228745,-34.02609588117057,1542
142,-17.813229880149148,-48.255026699244304,1570
143,-7.3732871706211505,-71.24765593616254,532
144,-26.22671593818821,-70.6792740939754,1723
145,-8.324245237271697,-38.60939422418281,1611
146,-30.27840039394408,-48.48378181625121,1590
147,-9.3618761648233,-71.73214560206978,1357
148,-30.97723462746113,-72.16903841934212,1334
149,-23.178726497134864,-38.67702268483048,338
150,-21.29956902792501,-38.450119376328,517
151,-6.903496556657073,-39.06769041187239,1711
152,-0.9923747616126316,-57.87291963151537,529
153,-20.153112152924773,-48.25698913124286,439
154,-10.200586369439884,-39.280019546616735,1447
155,-18.834931797401268,-51.15218772689455,1647
156,-16.324021088644752,-36.95934923344463,1338
157,-28.916066825028985,-40.82125530477105,1589
158,-8.280037218157661,-38.15594652933824,1564
159,-7.208083936256689,-44.79997003035564,625
160,-0.8128634687782235,-60.77303626677405,1597
161,-2.6075268170268124,-56.8044755485882,924
162,-28.39389648292565,-70.8276171366176,593
163,-16.030758864630087,-37.90444912656695,1106
164,-22.56355723066364,-35.08325634264147,776
165,-20.32376485881529,-39.286204245435535,691
166,-9.49406073171336,-57.90282874013245,1677
167,-1.70421829029633,-47.87208304299482,366
168,-2.229911899004634,-34.62186571399053,1037
169,-6.163872275639974,-55.84939386526979,1079
170,-4.714783485669381,-44.43561520217956,1272
171,-11.907536779439951,-42.18855981934645,1028
172,-25.679261440452628,-72.58736555974978,730
173,-28.39667295620065,-49.35401433015388,1774
174,-29.603748019115702,-66.96014355472359,1274
175,-10.482509109259311,-43.900295594725975,543
176,-11.597880413638956,-35.44250515473756,1618
177,-23.72730637386085,-42.776450404320215,748
178,-13.74900287232322,-34.69848699357829,1284
179,-19.27730459233311,-48.88574496506741,1110
180,-0.7323569096132223,-49.75461970616517,1703
181,-13.562293869432862,-46.92525175653913,1493
182,-18.14943999377806,-44.911172731802544,562
183,-31.08001367296744,-51.336686722139085,1309
184,4.88729016598287,-57.688675740511314,1420
185,-29.820825450853725,-39.211545663979805,1686
186,-9.042636462168378,-51.67474432848172,651
187,-14.261877656987318,-52.5641744999024,753
188,-8.867280341479677,-60.39298731000636,884
189,-4.121977814905593,-61.40280829679105,1706
190,-27.29592312772861,-53.24643047764136,1787
191,-15.295182188081569,-38.27212547624862,1499
192,-12.93331643404938,-39.38897156637842,1318
193,-29.54550375188726,-68.19611076654866,1561
194,-21.444106493579987,-37.19999433109829,1270
195,-15.494758641796835,-46.76553404737142,1296
196,-8.69343134823162,-60.05883876491399,1263
197,-10.857545062058444,-47.21834814248263,337
198,-12.529372137833125,-40.20209547405179,882
199,-7.271531734121872,-40.00535606254511,1462
200,-25.29199051827664,-38.3789146849481,667
201,-12.235735100221213,-72.96215593905671,1279
202,-14.63788243867054,-63.7443736517971,1530
203,-5.829419362776488,-35.30846927210478,714
204,-12.089149765721098,-44.39377844083265,935
205,-6.27126209537378,-35.84636804790463,789
206,-3.835397627224337,-42.3154711285821,974
207,-3.723718805195391,-42.68549661667366,1230
208,-2.587049421072157,-60.9685985259417,566
209,-17.79737015961373,-39.49058557715686,739
210,-31.103033626309823,-49.24731034451739,420
211,-30.605581533720965,-65.92172108838028,1051
212,-21.124388095393947,-52.35400105983204,1389
213,-25.80994983626561,-45.25213014635623,1718
214,-17.864932534244254,-41.99976207699526,519
215,-7.512528377358826,-45.24216952221668,1779
216,-5.890520728710019,-41.72260636566377,1104
217,-29.904530249438285,-72.39445375775429,1141
218,-21.671248920595623,-36.06820404139026,1435
219,-9.561950601823074,-46.89734819902458,1659
220,-12.64022719755098,-40.566089636143786,995
221,-2.375772837942092,-40.08723987412202,1254
222,-19.12965525395837,-40.93916931038832,1464
223,-2.9479975699301915,-47.12347567683205,921
224,-26.622303106937565,-70.9463876235291,1351
225,-10.66030254547827,-60.97371503170791,595
226,-22.730055915086883,-50.534553273359066,1009
227,-30.24509735816801,-50.513054762373976,821
228,-2.33931213620454,-57.92898735355171,851
229,-9.944550710510182,-48.588267180712585,1479
230,-5.933733416044523,-53.84390853605007,1350
231,-9.68414198903442,-43.7007660750908,1172
232,-6.90230289820159,-58.07852659255818,787
233,-25.54801190408561,-46.35103618216716,1401
234,-24.564226725018848,-45.242167346466985,1576
235,-21.88259414539501,-38.87390112274839,1364
236,-23.32532076433707,-42.30682381721128,1676
237,4.397035320057773,-52.85350731991488,1318
238,-26.355168719025865,-50.74686608507156,1001
239,-10.164224046823474,-42.97945012444058,1313
240,-25.959999713093183,-46.5473306124657,1582
241,-21.47082638047946,-65.12624452535542,1252
242,-12.910737584334232,-60.6708348640799,1627
243,-6.211677417598841,-54.34608841273423,770
244,-26.98970998733364,-42.51263398799987,1177
245,-12.68730564344079,-44.23818341659809,1315
246,-3.4635765513397008,-58.51225648766692,1533
247,-11.648998965252972,-53.42466801456875,1614
248,-8.363662644862616,-43.002369389671934,1476
249,-13.802558417316316,-54.31364128752958,509
250,2.707468377035733,-51.42637375359202,706
251,-11.239652535622362,-67.44170180900205,1495
252,-10.188066900766902,-44.45349825743304,948
253,-8.704661620749832,-65.88169808808517,537
254,-25.687162613395884,-48.41937428735421,1331
255,-20.41316200478854,-51.90881187985237,1244
256,-28.891045808541293,-48.4350028608137,467
257,-23.432425508278683,-37.80889368987895,1663
258,-14.190880777141771,-56.06003764232669,1668
259,-15.532994332693429,-41.50748658863135,1757
260,-5.490743564789929,-51.2847712310799,1539
261,-8.776545317802192,-44.48109202747156,879
262,-10.648011338400453,-58.45775195785859,666
263,-25.1807386794288,-41.0472209175075,1227
264,-15.954693400944867,-35.57693224548515,1034
265,-10.048985301572898,-36.75545967416655,667
266,-3.58778674600022,-60.69586218802516,1012
267,-20.618318782716223,-72.96265759931546,757
268,-3.5029372832186603,-44.02585399096723,1651
269,-3.126221276437088,-34.596046670200415,1781
270,-31.73714929850427,-41.269554446305925,1667
271,-2.619078619072232,-39.09970667932521,970
272,-30.44726592865544,-53.51805949453325,1613
273,-31.267955978713267,-47.974573181962256,1654
274,-14.632738416743544,-44.72932318309088,1281
275,2.142458696403024,-47.57742385909901,1658
276,-29.39166709929672,-45.28098791932516,1299
277,-5.523999518373081,-36.698068454492734,1215
278,-3.559158950699148,-48.32723675807263,721
279,-4.347516643375887,-43.67284683399855,1437
280,-30.90382477452761,-38.80567593187453,1362
281,-2.9166640345277184,-61.02190656693875,1515
282,-9.345742343762236,-44.95188853356722,420
283,-20.20385313702413,-72.95337422812749,554
284,-30.06194409209844,-47.23502800396574,1380
285,-21.691975722543795,-52.95521372859665,1121
286,-22.041208493978694,-47.54247984388272,672
287,-12.826493042222612,-61.81094242459032,1769
288,-27.923530104882467,-49.287821823394246,497
289,-6.964545408176118,-43.44628929236601,1644
290,-3.009510824686547,-46.90681828912905,769
291,-26.24852170581566,-62.70182618467989,1195
292,-3.770719307256329,-34.40415961093244,963
293,-22.82625573673281,-45.89948314930592,1052
294,-4.89395007825904,-47.38398420425722,1672
295,-20.76978238394229,-51.66790259114892,1118
296,-32.384659082435675,-66.10898334519887,978
297,-9.209394180587982,-40.90597034854479,874
298,-23.631469709055715,-63.647109347524,721
299,-31.15647657193619,-34.44038621294956,1667
300,-14.892362455305244,-50.49591344571756,810
301,-28.75734286656941,-47.08292295336105,806
302,-27.436420415499637,-48.86384669888724,1289
303,-32.49542209761048,-51.25621101531886,1572
304,-3.845224867034684,-51.976516078651976,1164
305,-15.273231972425355,-44.16447275064502,1708
306,-33.98563821309169,-70.83725778043016,1299
307,-32.39840030170858,-51.88775946154465,516
308,-27.78802434233785,-45.31827447475835,431
309,-8.705652925904854,-39.64454521257999,1627
310,-23.547481389777445,-38.871229296274095,1770
311,-16.305446565010712,-38.131416670079474,1490
312,-6.971716313971784,-37.78730298764401,1061
313,-17.737728739754058,-65.34232297109371,555
314,-10.44425009597245,-35.78654128332858,602
315,-5.933291328006323,-73.94165149850252,1083
316,3.218647416412903,-56.38818628281111,1532
317,5.37262137960356,-53.32325687173312,1042
318,-25.54034932959928,-41.66695245085201,314
319,-30.78219559729828,-38.368209725130754,1764
320,-9.474430810373647,-40.48026890743671,1524
321,-8.583398225012699,-39.04585925788303,1404
322,-16.139243884210313,-45.30481259399477,1493
323,-18.569984489027384,-36.5199497792584,1275
324,-7.495135631048618,-39.54450451662495,1496
325,-16.364851428629397,-62.03070700424468,1005
326,-18.4477602757386,-50.70117839051424,1325
327,-18.35797909560617,-39.4379706271282,1667
328,-32.7389425741995,-48.46503435641888,1586
329,1.8021074027519468,-48.43000261109107,1784
330,-0.108919200813669,-49.42602489212227,536
331,-19.548363081643767,-46.11259642014394,1067
332,-11.283666686405285,-70.69311993935939,1569
333,-12.712614685886903,-40.23331006050714,1123
334,-31.184211087221733,-47.83242072346564,440
335,-4.601224932782127,-57.04492141699476,1249
336,-19.391007832303305,-39.52564733325471,420
337,-26.421141042936757,-36.02390143877181,1667
338,-18.08487963759599,-39.03327795819375,1152
339,-26.33522718054338,-43.21552410277504,876
340,-9.544664561931247,-57.91065611226292,1033
341,-5.279271806394027,-52.59727998429322,1433
342,-26.42396330401512,-34.46674169918919,446
343,-4.844903920685935,-41.62737134619365,1483
344,-25.921230851378223,-41.16661442282226,1624
345,-27.21813357015896,-40.96952676184595,1274
346,3.054205576514553,-60.96603033222825,1703
347,-22.782172944407755,-39.68639875092611,978
348,-22.878996049945613,-52.92087966091097,620
349,-22.49120689849925,-53.375985614548696,689
350,-13.322920040491432,-36.1039814106806,742
351,-13.586209580052186,-47.644824679866815,1759
352,-3.698265818406336,-34.76989024338321,954
353,-17.00604452565424,-72.92015707941738,1693
354,-5.394978619301943,-42.02749383116095,1533
355,-23.012497769308,-35.32957789984469,1334
356,-2.050770682044796,-42.59793483893916,1163
357,1.4801083302252058,-46.87710874034765,1789
358,0.6478784045535448,-59.663697624494,1226
359,3.9977404208687934,-59.61243348833288,1608
360,3.497257522913177,-55.6287556502692,1350
361,-17.29210982108904,-48.03358382445503,1199
362,-31.55573985211145,-40.97546091404588,1297
363,-33.86816338424274,-53.4457278376091,1546
364,-33.837758042428746,-48.53855404261367,1469
365,-2.151122696050489,-40.953700725876345,636
366,-9.725406403114931,-49.19112699652,1199
367,-12.153686414995237,-58.827134896753,1656
368,-33.17854966817701,-41.93455994528296,689
369,-20.181442313287175,-70.82380342448504,1686
370,-26.0440726441215,-45.90099571658843,638
371,-6.196612916785261,-42.21843400683439,1301
372,-33.49350806552789,-43.55438246916029,1427
373,-13.61935080058259,-37.87984656441522,1262
374,-3.1274227313488776,-52.61592136136291,1265
375,2.511191590576227,-53.43059369382081,580
376,-3.5473752591152747,-54.20798507916863,1763
377,-27.874311592885064,-44.38656690654619,1592
378,-7.80182693175898,-52.15514651208713,532
379,-8.532813603251,-40.1962869559808,1431
380,1.064340731533984,-51.11927082509313,360
381,-11.09239297777236,-41.3973781522806,1327
382,-10.317131022545864,-36.17004049699133,1271
383,-4.8539184832739934,-41.52855979974398,1788
384,-29.995355180815235,-53.76779346249133,1031
385,-24.426325353010636,-47.25081407843936,1388
386,-29.85892208817193,-47.24612537448057,1740
387,-22.78866322186635,-62.25792956259281,752
388,-3.873066396559342,-60.788256362594446,801
389,-29.30904433564769,-40.59849028025484,498
390,-9.04974881011709,-46.07940979378397,1101
391,-20.54920078130747,-70.84871826226521,1010
392,-10.698056863930894,-43.02901679196882,714
393,3.017205845914374,-51.506214656270856,1378
394,-25.52432547985877,-37.33786242490368,993
395,-12.689138864392238,-52.234984625456896,1250
396,-14.219076138643125,-34.50026866281184,1119
397,-25.357320546543395,-68.03597023282298,694
398,-6.7282564287701625,-37.688502459323445,623
399,-11.072903892216283,-61.40683358981399,1192
400,-9.265619859916688,-38.99104026983612,1312
401,-22.525638185026416,-42.337822753413306,1609
402,-15.537656266765405,-44.70325270758906,753
403,-23.326010776561507,-50.75876917176392,1476
404,-11.887465378171044,-39.66244444460233,1563
405,-15.653757132359823,-42.60945104470469,1365
406,-5.738111873833974,-40.42688798256346,843
407,-21.29296633754177,-51.811766110487305,1384
408,1.377772483019058,-51.33135995024568,1640
409,1.80052463320851,-56.22060011511942,507
410,-2.384195178306788,-48.756715144439525,559
411,-2.388626472281397,-43.65746229900495,1527
412,-21.63657567717942,-52.86774135326184,1222
413,-12.108587778409966,-62.48468206259748,1188
414,-20.82379373652708,-46.68915633822847,692
415,5.41198018682444,-52.86320915687794,1209
416,-25.462964444180127,-42.81888640050676,1739
417,-9.145918234197776,-36.54127492221927,660
418,-32.57334061691863,-53.1023261674276,949
419,-17.655031917680148,-43.76959047921893,1259
420,-16.344338978697987,-64.02733354808724,847
421,-11.556000582607451,-72.47235144620527,361
422,-3.067971428838142,-61.64393628582139,1663
423,-8.35280002344665,-52.20022327510831,1351
424,-8.594473516570137,-37.44082997244281,1486
425,-12.140240457114505,-42.1901872983882,662
426,-2.975240473668258,-55.4621532967851,633
427,-7.312498146976716,-39.31939094691297,1026
428,-14.871345307066138,-39.23075385954918,1025
429,-28.45289735083748,-37.59932364786293,939
430,-1.1912191059617243,-45.7203168148127,734
431,-8.941183802127744,-40.67580062028486,526
432,-32.335165418013844,-42.59317642166294,1072
433,0.7220062036399622,-57.08273785012658,1586
434,-12.25175506395848,-35.94742422600419,1491
435,-28.095798020543373,-61.45414796504907,712
436,-20.758875016215377,-39.29950486956722,402
437,-9.2158470949262,-42.150320310264,520
438,-30.221272736648384,-51.16302311611056,1401
439,-14.990119568988906,-55.45638164704437,1017
440,-32.04645642336229,-39.41262478754908,499
441,-32.00755456879017,-64.43977904866253,1570
442,-28.743702942721768,-43.42390266205224,803
443,-0.3238625587406574,-59.26553537958587,1239
444,-33.12323732864927,-42.90666995110896,517
445,-7.818150886345496,-68.97267639740464,1476
446,-19.815518668720024,-43.105358143871136,1691
447,-30.89011422200128,-66.01489869518424,871
448,-18.361752698181537,-38.51153841103713,1469
449,-15.375743438471094,-48.67053103273528,1157
450,-8.005927791461879,-58.1605272191899,709
451,-31.211833170952133,-47.05491634255188,1171
452,-13.6819496010536,-49.62966498754892,863
453,-13.428523645941253,-38.21781601644594,1561
454,-14.094976277262486,-60.235307764759305,1789
455,-26.027042369489173,-45.302121116259,1775
456,-24.29773022915019,-70.13317965051327,1551
457,-8.448813741786651,-37.25502932611487,1423
458,-33.35707784807048,-40.62788175885355,1597
459,0.9023364106623496,-46.14089839783978,830
460,-12.98495416306357,-68.8667354098889,1337
461,-3.828454199002847,-57.27464636076844,1399
462,-0.9587184819437072,-56.26609093058463,1572
463,-33.978114646314104,-47.94669054843688,947
464,-7.061496322194215,-44.05471361269595,1406
465,-27.18153585871837,-37.61558682556742,1441
466,-3.186291886844866,-39.88395412511299,932
467,-19.338278418314463,-49.16941255815587,611
468,-17.267140808607373,-64.30872788816886,1414
469,-18.96029031496877,-43.49135040399428,1296
470,-24.443706928381932,-48.080773724385786,1529
471,4.872109962861661,-47.05283634022062,607
472,-25.142206910709422,-49.24246393031743,1240
473,-21.086808163019377,-71.05164539601063,945
474,-12.131180571099865,-67.80692278817894,1064
475,-1.079685545678828,-45.61564629833444,1634
476,-3.201881199189911,-43.569486267735584,743
477,-7.405819073014136,-70.57965064796917,1614
478,-3.782492364219165,-35.95133544186364,1690
479,-22.23225637400094,-72.02793531603605,381
480,-5.658834408861063,-41.99348073978422,628
481,-11.720463336822126,-44.312453733230086,1621
482,-23.1398920780136,-36.46861311874123,460
483,-19.73674810427987,-53.06792545705201,367
484,-4.106374929216555,-48.92732659472205,957
485,1.0903866279694414,-45.578965609265374,857
486,-15.94668712362337,-49.06997918276031,434
487,-33.75017343197851,-50.70126230132264,1591
488,-2.480287265797278,-54.0903039642351,1143
489,-27.739556864624667,-53.90174718767854,1303
490,-26.857936170117533,-71.93712020278039,492
491,-8.142081640302202,-53.14346230043853,1650
492,-30.3451383318266,-47.872311450251736,626
493,-2.3711702929944343,-48.39485250253669,440
494,-25.46460649143137,-51.25906843800874,1184
495,-2.089869337654311,-47.60120646881854,1470
496,-3.879795809179516,-49.1584438714612,1745
497,4.276200759976396,-45.54163296352384,762
498,-6.0441902322339285,-60.67967242858688,575
499,-5.800402655987604,-61.91791533268205,1775
500,-12.853464870611871,-45.61449594564338,1511
501,-2.952122595538942,-45.51042826184223,1399
502,-27.101484152436136,-73.442891076378,761
503,-13.28445653506618,-41.42539019724488,1400
504,-15.36607872168338,-47.6652501941811,885
505,2.942916915924041,-52.28042324098651,635
506,-25.30610045075133,-68.74336100675185,1252
